D:\python3.6\python.exe D:/pyprojects/paddle/paper/BayesianCNN/baye_fc_paddle_raw/main.py
2021-08-21 11:53:32,150 | MNIST32: Prep | Loading datasets...
2021-08-21 12:48:20,387 | MNIST32: Epoch: 340 | Train Loss: 2718.5417 | Train Acc: 0.9998 | Val Loss: 2982.7658 | Val Acc: 0.9862 | train_kl_div: 525202.9445
196it [00:06, 28.22it/s]
2021-08-21 12:48:29,997 | MNIST32: Epoch: 341 | Train Loss: 2714.0530 | Train Acc: 0.9998 | Val Loss: 2931.2629 | Val Acc: 0.9856 | train_kl_div: 525010.6824
196it [00:06, 28.15it/s]
2021-08-21 12:48:39,645 | MNIST32: Epoch: 342 | Train Loss: 2713.7866 | Train Acc: 0.9998 | Val Loss: 2843.5840 | Val Acc: 0.9856 | train_kl_div: 524814.6846
196it [00:06, 28.11it/s]
2021-08-21 12:48:49,292 | MNIST32: Epoch: 343 | Train Loss: 2718.1584 | Train Acc: 0.9998 | Val Loss: 3030.0212 | Val Acc: 0.9851 | train_kl_div: 524623.0217
196it [00:06, 28.26it/s]
2021-08-21 12:48:58,941 | MNIST32: Epoch: 344 | Train Loss: 2712.7424 | Train Acc: 0.9999 | Val Loss: 2916.6564 | Val Acc: 0.9836 | train_kl_div: 524431.5641
196it [00:06, 28.04it/s]
2021-08-21 12:49:08,626 | MNIST32: Epoch: 345 | Train Loss: 2708.3923 | Train Acc: 0.9999 | Val Loss: 2939.7426 | Val Acc: 0.9849 | train_kl_div: 524235.7353
196it [00:06, 28.20it/s]
2021-08-21 12:49:18,256 | MNIST32: Epoch: 346 | Train Loss: 2714.5320 | Train Acc: 0.9999 | Val Loss: 3029.1779 | Val Acc: 0.9859 | train_kl_div: 524043.9546
196it [00:06, 28.37it/s]
2021-08-21 12:49:27,886 | MNIST32: Epoch: 347 | Train Loss: 2713.0603 | Train Acc: 0.9999 | Val Loss: 3086.0866 | Val Acc: 0.9860 | train_kl_div: 523854.2105
196it [00:06, 28.31it/s]
2021-08-21 12:49:37,509 | MNIST32: Epoch: 348 | Train Loss: 2716.6125 | Train Acc: 0.9998 | Val Loss: 3145.9412 | Val Acc: 0.9847 | train_kl_div: 523666.6886
196it [00:06, 28.31it/s]
2021-08-21 12:49:47,112 | MNIST32: Epoch: 349 | Train Loss: 2704.1184 | Train Acc: 0.9999 | Val Loss: 3094.3162 | Val Acc: 0.9858 | train_kl_div: 523473.5166
196it [00:06, 28.31it/s]
2021-08-21 12:49:56,747 | MNIST32: Epoch: 350 | Train Loss: 2708.5259 | Train Acc: 0.9999 | Val Loss: 3045.1580 | Val Acc: 0.9847 | train_kl_div: 523278.7682
196it [00:06, 28.11it/s]
2021-08-21 12:50:06,532 | MNIST32: Epoch: 351 | Train Loss: 2717.8135 | Train Acc: 0.9998 | Val Loss: 3005.5333 | Val Acc: 0.9859 | train_kl_div: 523090.5938
196it [00:06, 28.44it/s]
2021-08-21 12:50:16,097 | MNIST32: Epoch: 352 | Train Loss: 2704.0962 | Train Acc: 0.9998 | Val Loss: 2985.9013 | Val Acc: 0.9847 | train_kl_div: 522904.4010
196it [00:06, 28.25it/s]
2021-08-21 12:50:25,758 | MNIST32: Epoch: 353 | Train Loss: 2700.8940 | Train Acc: 0.9999 | Val Loss: 3046.9937 | Val Acc: 0.9850 | train_kl_div: 522711.8492
0it [00:00, ?it/s]Epoch 354: ReduceOnPlateau set learning rate to 5.902958103587065e-06.
196it [00:06, 28.13it/s]
2021-08-21 12:50:35,436 | MNIST32: Epoch: 354 | Train Loss: 2697.3367 | Train Acc: 0.9999 | Val Loss: 3072.7112 | Val Acc: 0.9859 | train_kl_div: 522550.4482
196it [00:06, 28.29it/s]
2021-08-21 12:50:45,040 | MNIST32: Epoch: 355 | Train Loss: 2696.3284 | Train Acc: 0.9999 | Val Loss: 2994.9217 | Val Acc: 0.9867 | train_kl_div: 522398.8595
196it [00:06, 28.45it/s]
2021-08-21 12:50:54,593 | MNIST32: Epoch: 356 | Train Loss: 2699.4414 | Train Acc: 0.9999 | Val Loss: 3041.3923 | Val Acc: 0.9843 | train_kl_div: 522243.9813
196it [00:06, 28.09it/s]
2021-08-21 12:51:04,245 | MNIST32: Epoch: 357 | Train Loss: 2703.6504 | Train Acc: 0.9998 | Val Loss: 3006.5403 | Val Acc: 0.9850 | train_kl_div: 522092.0089
196it [00:06, 28.43it/s]
2021-08-21 12:51:13,871 | MNIST32: Epoch: 358 | Train Loss: 2696.2310 | Train Acc: 0.9998 | Val Loss: 2929.7714 | Val Acc: 0.9863 | train_kl_div: 521940.6223
196it [00:06, 28.22it/s]
2021-08-21 12:51:23,478 | MNIST32: Epoch: 359 | Train Loss: 2697.7910 | Train Acc: 0.9999 | Val Loss: 2991.2990 | Val Acc: 0.9857 | train_kl_div: 521789.2199
196it [00:06, 28.46it/s]
2021-08-21 12:51:33,049 | MNIST32: Epoch: 360 | Train Loss: 2696.4482 | Train Acc: 0.9999 | Val Loss: 3120.6889 | Val Acc: 0.9844 | train_kl_div: 521636.1303
196it [00:06, 28.20it/s]
2021-08-21 12:51:42,718 | MNIST32: Epoch: 361 | Train Loss: 2701.9897 | Train Acc: 0.9999 | Val Loss: 3027.8234 | Val Acc: 0.9859 | train_kl_div: 521489.2015
196it [00:07, 27.98it/s]
2021-08-21 12:51:52,459 | MNIST32: Epoch: 362 | Train Loss: 2693.3491 | Train Acc: 0.9999 | Val Loss: 3183.8958 | Val Acc: 0.9851 | train_kl_div: 521339.2127
196it [00:07, 27.96it/s]
2021-08-21 12:52:02,216 | MNIST32: Epoch: 363 | Train Loss: 2693.0354 | Train Acc: 0.9999 | Val Loss: 2984.3748 | Val Acc: 0.9862 | train_kl_div: 521185.9047
196it [00:06, 28.12it/s]
Epoch 365: ReduceOnPlateau set learning rate to 4.722366482869652e-06.
2021-08-21 12:52:11,891 | MNIST32: Epoch: 364 | Train Loss: 2694.2375 | Train Acc: 0.9999 | Val Loss: 3166.1231 | Val Acc: 0.9832 | train_kl_div: 521033.8278
196it [00:06, 28.13it/s]
2021-08-21 12:52:21,546 | MNIST32: Epoch: 365 | Train Loss: 2701.2363 | Train Acc: 0.9997 | Val Loss: 3013.4123 | Val Acc: 0.9844 | train_kl_div: 520900.4428
196it [00:06, 28.28it/s]
2021-08-21 12:52:31,138 | MNIST32: Epoch: 366 | Train Loss: 2691.9624 | Train Acc: 0.9999 | Val Loss: 2903.0103 | Val Acc: 0.9860 | train_kl_div: 520768.5410
196it [00:06, 28.24it/s]
2021-08-21 12:52:40,817 | MNIST32: Epoch: 367 | Train Loss: 2691.4648 | Train Acc: 0.9999 | Val Loss: 3118.7802 | Val Acc: 0.9856 | train_kl_div: 520637.1736
196it [00:06, 28.07it/s]
2021-08-21 12:52:50,505 | MNIST32: Epoch: 368 | Train Loss: 2694.2261 | Train Acc: 0.9998 | Val Loss: 2990.9799 | Val Acc: 0.9847 | train_kl_div: 520504.9467
196it [00:06, 28.19it/s]
2021-08-21 12:53:00,171 | MNIST32: Epoch: 369 | Train Loss: 2694.1343 | Train Acc: 0.9998 | Val Loss: 3024.7746 | Val Acc: 0.9861 | train_kl_div: 520375.1411
196it [00:07, 27.94it/s]
2021-08-21 12:53:09,864 | MNIST32: Epoch: 370 | Train Loss: 2692.1565 | Train Acc: 0.9999 | Val Loss: 3094.3841 | Val Acc: 0.9852 | train_kl_div: 520246.2317
196it [00:06, 28.19it/s]
2021-08-21 12:53:19,506 | MNIST32: Epoch: 371 | Train Loss: 2683.8577 | Train Acc: 0.9999 | Val Loss: 2815.4691 | Val Acc: 0.9852 | train_kl_div: 520113.6038
196it [00:06, 28.21it/s]
2021-08-21 12:53:29,145 | MNIST32: Epoch: 372 | Train Loss: 2687.9939 | Train Acc: 0.9999 | Val Loss: 3105.8105 | Val Acc: 0.9838 | train_kl_div: 519981.5443
196it [00:06, 28.29it/s]
2021-08-21 12:53:38,757 | MNIST32: Epoch: 373 | Train Loss: 2682.7437 | Train Acc: 0.9999 | Val Loss: 3039.3214 | Val Acc: 0.9852 | train_kl_div: 519852.8836
196it [00:06, 28.09it/s]
2021-08-21 12:53:48,438 | MNIST32: Epoch: 374 | Train Loss: 2678.6248 | Train Acc: 1.0000 | Val Loss: 3011.3731 | Val Acc: 0.9856 | train_kl_div: 519720.7376
196it [00:06, 28.03it/s]
2021-08-21 12:53:58,134 | MNIST32: Epoch: 375 | Train Loss: 2686.9927 | Train Acc: 0.9999 | Val Loss: 2927.2565 | Val Acc: 0.9867 | train_kl_div: 519583.9471
196it [00:06, 28.00it/s]
2021-08-21 12:54:07,826 | MNIST32: Epoch: 376 | Train Loss: 2689.6414 | Train Acc: 0.9998 | Val Loss: 2973.8628 | Val Acc: 0.9851 | train_kl_div: 519451.6626
196it [00:07, 27.90it/s]
2021-08-21 12:54:17,533 | MNIST32: Epoch: 377 | Train Loss: 2692.9719 | Train Acc: 0.9998 | Val Loss: 3040.3363 | Val Acc: 0.9847 | train_kl_div: 519321.3945
196it [00:06, 28.10it/s]
2021-08-21 12:54:27,240 | MNIST32: Epoch: 378 | Train Loss: 2682.0103 | Train Acc: 0.9999 | Val Loss: 3059.6270 | Val Acc: 0.9846 | train_kl_div: 519192.3015
196it [00:06, 28.20it/s]
2021-08-21 12:54:36,897 | MNIST32: Epoch: 379 | Train Loss: 2682.7878 | Train Acc: 0.9999 | Val Loss: 2968.1425 | Val Acc: 0.9862 | train_kl_div: 519059.5096
196it [00:06, 28.14it/s]
2021-08-21 12:54:46,576 | MNIST32: Epoch: 380 | Train Loss: 2683.1736 | Train Acc: 0.9999 | Val Loss: 3050.0252 | Val Acc: 0.9853 | train_kl_div: 518927.7004
196it [00:06, 28.10it/s]
2021-08-21 12:54:56,258 | MNIST32: Epoch: 381 | Train Loss: 2684.2441 | Train Acc: 0.9998 | Val Loss: 2980.4473 | Val Acc: 0.9842 | train_kl_div: 518796.4836
196it [00:06, 28.04it/s]
2021-08-21 12:55:05,938 | MNIST32: Epoch: 382 | Train Loss: 2680.4656 | Train Acc: 0.9999 | Val Loss: 3114.2519 | Val Acc: 0.9843 | train_kl_div: 518666.9625
0it [00:00, ?it/s]Epoch 383: ReduceOnPlateau set learning rate to 3.777893186295722e-06.
196it [00:06, 28.02it/s]
2021-08-21 12:55:15,616 | MNIST32: Epoch: 383 | Train Loss: 2682.7781 | Train Acc: 0.9998 | Val Loss: 3015.1333 | Val Acc: 0.9845 | train_kl_div: 518551.5210
196it [00:06, 28.20it/s]
2021-08-21 12:55:25,252 | MNIST32: Epoch: 384 | Train Loss: 2684.6311 | Train Acc: 0.9998 | Val Loss: 3035.3385 | Val Acc: 0.9854 | train_kl_div: 518437.4401
196it [00:06, 28.19it/s]
2021-08-21 12:55:34,910 | MNIST32: Epoch: 385 | Train Loss: 2683.5007 | Train Acc: 0.9999 | Val Loss: 3000.5575 | Val Acc: 0.9857 | train_kl_div: 518324.4228
196it [00:06, 28.25it/s]
2021-08-21 12:55:44,553 | MNIST32: Epoch: 386 | Train Loss: 2673.2114 | Train Acc: 0.9999 | Val Loss: 3079.5118 | Val Acc: 0.9851 | train_kl_div: 518210.9149
196it [00:06, 28.15it/s]
2021-08-21 12:55:54,243 | MNIST32: Epoch: 387 | Train Loss: 2676.4270 | Train Acc: 0.9999 | Val Loss: 3015.9982 | Val Acc: 0.9846 | train_kl_div: 518094.5029
196it [00:07, 27.94it/s]
2021-08-21 12:56:03,940 | MNIST32: Epoch: 388 | Train Loss: 2680.4624 | Train Acc: 0.9999 | Val Loss: 3063.9395 | Val Acc: 0.9845 | train_kl_div: 517979.2934
196it [00:07, 27.99it/s]
2021-08-21 12:56:13,627 | MNIST32: Epoch: 389 | Train Loss: 2680.4326 | Train Acc: 0.9999 | Val Loss: 3078.9701 | Val Acc: 0.9826 | train_kl_div: 517866.6676
196it [00:06, 28.01it/s]
2021-08-21 12:56:23,318 | MNIST32: Epoch: 390 | Train Loss: 2676.2073 | Train Acc: 0.9999 | Val Loss: 2877.9906 | Val Acc: 0.9846 | train_kl_div: 517752.0287
196it [00:06, 28.01it/s]
2021-08-21 12:56:33,004 | MNIST32: Epoch: 391 | Train Loss: 2679.2510 | Train Acc: 0.9999 | Val Loss: 3027.4818 | Val Acc: 0.9866 | train_kl_div: 517639.0419
196it [00:06, 28.02it/s]
2021-08-21 12:56:42,660 | MNIST32: Epoch: 392 | Train Loss: 2672.6101 | Train Acc: 0.9999 | Val Loss: 3072.1069 | Val Acc: 0.9865 | train_kl_div: 517523.9246
196it [00:06, 28.02it/s]
2021-08-21 12:56:52,369 | MNIST32: Epoch: 393 | Train Loss: 2676.8914 | Train Acc: 0.9999 | Val Loss: 2899.5194 | Val Acc: 0.9861 | train_kl_div: 517407.9959
0it [00:00, ?it/s]Epoch 394: ReduceOnPlateau set learning rate to 3.022314549036578e-06.
196it [00:07, 27.93it/s]
2021-08-21 12:57:02,179 | MNIST32: Epoch: 394 | Train Loss: 2667.5940 | Train Acc: 0.9999 | Val Loss: 3041.6874 | Val Acc: 0.9859 | train_kl_div: 517304.7848
196it [00:07, 27.98it/s]
2021-08-21 12:57:11,884 | MNIST32: Epoch: 395 | Train Loss: 2671.0415 | Train Acc: 0.9999 | Val Loss: 3006.1155 | Val Acc: 0.9845 | train_kl_div: 517199.5681
196it [00:07, 27.95it/s]
2021-08-21 12:57:21,631 | MNIST32: Epoch: 396 | Train Loss: 2671.3223 | Train Acc: 0.9999 | Val Loss: 3064.2206 | Val Acc: 0.9845 | train_kl_div: 517094.4660
196it [00:06, 28.01it/s]
2021-08-21 12:57:31,343 | MNIST32: Epoch: 397 | Train Loss: 2673.7080 | Train Acc: 0.9998 | Val Loss: 2948.4007 | Val Acc: 0.9846 | train_kl_div: 516990.4593
196it [00:06, 28.10it/s]
2021-08-21 12:57:41,003 | MNIST32: Epoch: 398 | Train Loss: 2677.1438 | Train Acc: 0.9999 | Val Loss: 3013.3817 | Val Acc: 0.9844 | train_kl_div: 516888.4066
196it [00:06, 28.28it/s]
2021-08-21 12:57:50,636 | MNIST32: Epoch: 399 | Train Loss: 2669.1118 | Train Acc: 0.9999 | Val Loss: 3007.6875 | Val Acc: 0.9868 | train_kl_div: 516785.3101
196it [00:06, 28.08it/s]
2021-08-21 12:58:00,328 | MNIST32: Epoch: 400 | Train Loss: 2686.1904 | Train Acc: 0.9998 | Val Loss: 2936.8441 | Val Acc: 0.9845 | train_kl_div: 516683.5349
196it [00:06, 28.09it/s]
2021-08-21 12:58:10,132 | MNIST32: Epoch: 401 | Train Loss: 2668.9814 | Train Acc: 0.9999 | Val Loss: 2926.5268 | Val Acc: 0.9869 | train_kl_div: 516584.1336
196it [00:07, 27.96it/s]
2021-08-21 12:58:19,821 | MNIST32: Epoch: 402 | Train Loss: 2673.8433 | Train Acc: 0.9998 | Val Loss: 3085.2520 | Val Acc: 0.9862 | train_kl_div: 516480.4051
196it [00:06, 28.07it/s]
2021-08-21 12:58:29,483 | MNIST32: Epoch: 403 | Train Loss: 2666.7048 | Train Acc: 0.9999 | Val Loss: 2985.2834 | Val Acc: 0.9865 | train_kl_div: 516377.5848
196it [00:06, 28.19it/s]
Epoch 405: ReduceOnPlateau set learning rate to 2.4178516392292624e-06.
2021-08-21 12:58:39,127 | MNIST32: Epoch: 404 | Train Loss: 2671.1621 | Train Acc: 0.9999 | Val Loss: 3036.5205 | Val Acc: 0.9851 | train_kl_div: 516274.9423
196it [00:06, 28.23it/s]
2021-08-21 12:58:48,755 | MNIST32: Epoch: 405 | Train Loss: 2672.0173 | Train Acc: 0.9999 | Val Loss: 2882.5459 | Val Acc: 0.9863 | train_kl_div: 516181.8072
196it [00:06, 28.12it/s]
2021-08-21 12:58:58,420 | MNIST32: Epoch: 406 | Train Loss: 2668.5549 | Train Acc: 0.9999 | Val Loss: 3016.3165 | Val Acc: 0.9843 | train_kl_div: 516089.8143
196it [00:06, 28.04it/s]
2021-08-21 12:59:08,104 | MNIST32: Epoch: 407 | Train Loss: 2670.2471 | Train Acc: 0.9999 | Val Loss: 2979.8255 | Val Acc: 0.9858 | train_kl_div: 515996.7333
196it [00:06, 28.35it/s]
2021-08-21 12:59:17,754 | MNIST32: Epoch: 408 | Train Loss: 2665.9622 | Train Acc: 0.9999 | Val Loss: 2912.1845 | Val Acc: 0.9846 | train_kl_div: 515902.3689
196it [00:06, 28.31it/s]
2021-08-21 12:59:27,391 | MNIST32: Epoch: 409 | Train Loss: 2668.6692 | Train Acc: 0.9999 | Val Loss: 2863.7562 | Val Acc: 0.9859 | train_kl_div: 515810.4823
196it [00:06, 28.40it/s]
2021-08-21 12:59:36,987 | MNIST32: Epoch: 410 | Train Loss: 2668.5835 | Train Acc: 0.9999 | Val Loss: 3069.5960 | Val Acc: 0.9863 | train_kl_div: 515718.4346
196it [00:06, 28.46it/s]
2021-08-21 12:59:46,556 | MNIST32: Epoch: 411 | Train Loss: 2664.6855 | Train Acc: 0.9999 | Val Loss: 3068.1300 | Val Acc: 0.9841 | train_kl_div: 515625.3469
196it [00:06, 28.36it/s]
2021-08-21 12:59:56,164 | MNIST32: Epoch: 412 | Train Loss: 2658.2571 | Train Acc: 0.9999 | Val Loss: 3038.7337 | Val Acc: 0.9861 | train_kl_div: 515532.1095
196it [00:06, 28.20it/s]
2021-08-21 13:00:05,765 | MNIST32: Epoch: 413 | Train Loss: 2664.6113 | Train Acc: 0.9999 | Val Loss: 3039.0559 | Val Acc: 0.9842 | train_kl_div: 515438.0220
196it [00:06, 28.39it/s]
2021-08-21 13:00:15,344 | MNIST32: Epoch: 414 | Train Loss: 2657.3091 | Train Acc: 1.0000 | Val Loss: 3020.9351 | Val Acc: 0.9863 | train_kl_div: 515344.3120
196it [00:06, 28.15it/s]
2021-08-21 13:00:24,994 | MNIST32: Epoch: 415 | Train Loss: 2661.5300 | Train Acc: 0.9999 | Val Loss: 3019.7898 | Val Acc: 0.9858 | train_kl_div: 515248.9463
0it [00:00, ?it/s]Epoch 416: ReduceOnPlateau set learning rate to 1.93428131138341e-06.
196it [00:06, 28.37it/s]
2021-08-21 13:00:34,557 | MNIST32: Epoch: 416 | Train Loss: 2669.5039 | Train Acc: 0.9998 | Val Loss: 3109.6332 | Val Acc: 0.9846 | train_kl_div: 515190.1199
196it [00:06, 28.39it/s]
2021-08-21 13:00:44,132 | MNIST32: Epoch: 417 | Train Loss: 2664.4153 | Train Acc: 0.9999 | Val Loss: 3071.7040 | Val Acc: 0.9842 | train_kl_div: 515160.0454
196it [00:06, 28.28it/s]
2021-08-21 13:00:53,768 | MNIST32: Epoch: 418 | Train Loss: 2663.6606 | Train Acc: 0.9999 | Val Loss: 3200.0420 | Val Acc: 0.9851 | train_kl_div: 515131.2463
196it [00:06, 28.19it/s]
2021-08-21 13:01:03,427 | MNIST32: Epoch: 419 | Train Loss: 2665.8616 | Train Acc: 0.9999 | Val Loss: 3054.8280 | Val Acc: 0.9839 | train_kl_div: 515101.6153
196it [00:06, 28.28it/s]
2021-08-21 13:01:13,054 | MNIST32: Epoch: 420 | Train Loss: 2665.6392 | Train Acc: 0.9999 | Val Loss: 2995.0433 | Val Acc: 0.9839 | train_kl_div: 515071.8702
196it [00:06, 28.25it/s]
2021-08-21 13:01:22,669 | MNIST32: Epoch: 421 | Train Loss: 2660.5151 | Train Acc: 0.9999 | Val Loss: 3080.6779 | Val Acc: 0.9845 | train_kl_div: 515041.8331
196it [00:06, 28.24it/s]
2021-08-21 13:01:32,289 | MNIST32: Epoch: 422 | Train Loss: 2665.5400 | Train Acc: 0.9999 | Val Loss: 2960.3537 | Val Acc: 0.9845 | train_kl_div: 515010.9096
196it [00:06, 28.01it/s]
2021-08-21 13:01:41,964 | MNIST32: Epoch: 423 | Train Loss: 2667.6238 | Train Acc: 0.9999 | Val Loss: 3009.0430 | Val Acc: 0.9860 | train_kl_div: 514980.5800
196it [00:06, 28.04it/s]
2021-08-21 13:01:51,611 | MNIST32: Epoch: 424 | Train Loss: 2664.4294 | Train Acc: 0.9998 | Val Loss: 2981.5499 | Val Acc: 0.9846 | train_kl_div: 514951.1006
196it [00:06, 28.61it/s]
2021-08-21 13:02:01,154 | MNIST32: Epoch: 425 | Train Loss: 2662.0750 | Train Acc: 0.9998 | Val Loss: 3038.2573 | Val Acc: 0.9871 | train_kl_div: 514921.5136
196it [00:06, 28.51it/s]
2021-08-21 13:02:10,645 | MNIST32: Epoch: 426 | Train Loss: 2659.5696 | Train Acc: 0.9999 | Val Loss: 3055.2567 | Val Acc: 0.9844 | train_kl_div: 514891.6910
0it [00:00, ?it/s]Epoch 427: ReduceOnPlateau set learning rate to 1.547425049106728e-06.
196it [00:06, 28.41it/s]
2021-08-21 13:02:20,168 | MNIST32: Epoch: 427 | Train Loss: 2662.3335 | Train Acc: 0.9998 | Val Loss: 3020.2196 | Val Acc: 0.9841 | train_kl_div: 514866.8610
196it [00:06, 28.74it/s]
2021-08-21 13:02:29,629 | MNIST32: Epoch: 428 | Train Loss: 2663.8733 | Train Acc: 0.9998 | Val Loss: 3073.6715 | Val Acc: 0.9855 | train_kl_div: 514843.2098
196it [00:06, 28.65it/s]
2021-08-21 13:02:39,094 | MNIST32: Epoch: 429 | Train Loss: 2657.5361 | Train Acc: 0.9999 | Val Loss: 2968.2760 | Val Acc: 0.9862 | train_kl_div: 514819.0437
196it [00:06, 28.21it/s]
2021-08-21 13:02:48,754 | MNIST32: Epoch: 430 | Train Loss: 2659.5540 | Train Acc: 0.9999 | Val Loss: 2977.0051 | Val Acc: 0.9836 | train_kl_div: 514794.6496
196it [00:07, 27.98it/s]
2021-08-21 13:02:58,420 | MNIST32: Epoch: 431 | Train Loss: 2664.4216 | Train Acc: 0.9998 | Val Loss: 2959.7098 | Val Acc: 0.9864 | train_kl_div: 514769.6732
196it [00:06, 28.04it/s]
2021-08-21 13:03:08,150 | MNIST32: Epoch: 432 | Train Loss: 2659.2034 | Train Acc: 0.9999 | Val Loss: 3012.6962 | Val Acc: 0.9869 | train_kl_div: 514746.1666
196it [00:07, 27.82it/s]
2021-08-21 13:03:17,904 | MNIST32: Epoch: 433 | Train Loss: 2666.3198 | Train Acc: 0.9999 | Val Loss: 3007.9631 | Val Acc: 0.9863 | train_kl_div: 514721.5596
196it [00:06, 28.18it/s]
2021-08-21 13:03:27,512 | MNIST32: Epoch: 434 | Train Loss: 2661.2778 | Train Acc: 0.9999 | Val Loss: 3049.8418 | Val Acc: 0.9856 | train_kl_div: 514697.6703
196it [00:06, 28.56it/s]
2021-08-21 13:03:37,004 | MNIST32: Epoch: 435 | Train Loss: 2657.1101 | Train Acc: 0.9999 | Val Loss: 3091.4040 | Val Acc: 0.9850 | train_kl_div: 514672.4667
196it [00:06, 28.52it/s]
2021-08-21 13:03:46,531 | MNIST32: Epoch: 436 | Train Loss: 2661.2874 | Train Acc: 0.9998 | Val Loss: 2996.4114 | Val Acc: 0.9837 | train_kl_div: 514647.3186
196it [00:07, 26.10it/s]
2021-08-21 13:03:56,792 | MNIST32: Epoch: 437 | Train Loss: 2660.9043 | Train Acc: 0.9999 | Val Loss: 2961.9928 | Val Acc: 0.9850 | train_kl_div: 514622.8516
0it [00:00, ?it/s]Epoch 438: ReduceOnPlateau set learning rate to 1.2379400392853825e-06.
196it [00:07, 27.70it/s]
2021-08-21 13:04:06,589 | MNIST32: Epoch: 438 | Train Loss: 2655.9548 | Train Acc: 0.9999 | Val Loss: 3109.1064 | Val Acc: 0.9847 | train_kl_div: 514603.5871
196it [00:07, 27.10it/s]
2021-08-21 13:04:16,565 | MNIST32: Epoch: 439 | Train Loss: 2663.9888 | Train Acc: 0.9999 | Val Loss: 3054.3710 | Val Acc: 0.9854 | train_kl_div: 514584.0158
196it [00:06, 28.13it/s]
2021-08-21 13:04:26,219 | MNIST32: Epoch: 440 | Train Loss: 2667.8933 | Train Acc: 0.9998 | Val Loss: 3107.3567 | Val Acc: 0.9845 | train_kl_div: 514564.7588
196it [00:06, 28.20it/s]
2021-08-21 13:04:35,873 | MNIST32: Epoch: 441 | Train Loss: 2662.3113 | Train Acc: 0.9999 | Val Loss: 2913.5254 | Val Acc: 0.9855 | train_kl_div: 514546.3179
196it [00:06, 28.19it/s]
2021-08-21 13:04:45,518 | MNIST32: Epoch: 442 | Train Loss: 2662.3596 | Train Acc: 0.9999 | Val Loss: 3029.3540 | Val Acc: 0.9841 | train_kl_div: 514527.2347
196it [00:06, 28.23it/s]
2021-08-21 13:04:55,158 | MNIST32: Epoch: 443 | Train Loss: 2663.1133 | Train Acc: 0.9998 | Val Loss: 2983.0527 | Val Acc: 0.9864 | train_kl_div: 514508.0348
196it [00:07, 27.92it/s]
2021-08-21 13:05:04,852 | MNIST32: Epoch: 444 | Train Loss: 2653.2021 | Train Acc: 0.9999 | Val Loss: 2967.4293 | Val Acc: 0.9852 | train_kl_div: 514488.8461
196it [00:06, 28.29it/s]
2021-08-21 13:05:14,462 | MNIST32: Epoch: 445 | Train Loss: 2659.8149 | Train Acc: 0.9999 | Val Loss: 2881.0414 | Val Acc: 0.9841 | train_kl_div: 514469.3833
196it [00:06, 28.33it/s]
2021-08-21 13:05:24,078 | MNIST32: Epoch: 446 | Train Loss: 2663.8159 | Train Acc: 0.9998 | Val Loss: 2899.7035 | Val Acc: 0.9865 | train_kl_div: 514450.3251
196it [00:06, 28.18it/s]
2021-08-21 13:05:33,727 | MNIST32: Epoch: 447 | Train Loss: 2656.7273 | Train Acc: 0.9999 | Val Loss: 2991.2483 | Val Acc: 0.9860 | train_kl_div: 514430.8436
196it [00:06, 28.16it/s]
Epoch 449: ReduceOnPlateau set learning rate to 9.90352031428306e-07.
2021-08-21 13:05:43,352 | MNIST32: Epoch: 448 | Train Loss: 2654.4778 | Train Acc: 1.0000 | Val Loss: 3020.6572 | Val Acc: 0.9838 | train_kl_div: 514410.9718
196it [00:06, 28.06it/s]
2021-08-21 13:05:53,048 | MNIST32: Epoch: 449 | Train Loss: 2662.7847 | Train Acc: 0.9999 | Val Loss: 3014.4836 | Val Acc: 0.9851 | train_kl_div: 514395.9522
196it [00:07, 27.78it/s]
2021-08-21 13:06:02,832 | MNIST32: Epoch: 450 | Train Loss: 2663.3052 | Train Acc: 0.9998 | Val Loss: 2816.0474 | Val Acc: 0.9873 | train_kl_div: 514381.2989
196it [00:07, 27.94it/s]
2021-08-21 13:06:12,686 | MNIST32: Epoch: 451 | Train Loss: 2665.1704 | Train Acc: 0.9999 | Val Loss: 3232.7899 | Val Acc: 0.9847 | train_kl_div: 514366.2994
196it [00:07, 27.51it/s]
2021-08-21 13:06:22,566 | MNIST32: Epoch: 452 | Train Loss: 2657.1440 | Train Acc: 0.9999 | Val Loss: 2950.7765 | Val Acc: 0.9856 | train_kl_div: 514350.8092
196it [00:07, 27.68it/s]
2021-08-21 13:06:32,404 | MNIST32: Epoch: 453 | Train Loss: 2655.4460 | Train Acc: 1.0000 | Val Loss: 2954.7226 | Val Acc: 0.9847 | train_kl_div: 514335.1805
196it [00:07, 27.59it/s]
2021-08-21 13:06:42,234 | MNIST32: Epoch: 454 | Train Loss: 2657.1648 | Train Acc: 1.0000 | Val Loss: 3009.2184 | Val Acc: 0.9850 | train_kl_div: 514319.4402
196it [00:07, 27.72it/s]
2021-08-21 13:06:52,043 | MNIST32: Epoch: 455 | Train Loss: 2657.2488 | Train Acc: 0.9999 | Val Loss: 3055.8472 | Val Acc: 0.9851 | train_kl_div: 514303.5233
196it [00:07, 27.52it/s]
2021-08-21 13:07:01,953 | MNIST32: Epoch: 456 | Train Loss: 2663.3257 | Train Acc: 0.9999 | Val Loss: 3067.6453 | Val Acc: 0.9844 | train_kl_div: 514288.0539
196it [00:07, 27.99it/s]
